id,player_api_id,player_name,player_fifa_api_id,birthday,height,weight,age
9958,306990,Stephane Badji,208015,1990-05-29 00:00:00,1.8034000000000001,74.84274105,31
3889,41376,Giuseppe De Feudis,157791,1983-07-10 00:00:00,1.7018,68.94604024,38
9426,187344,Samir Fazli,193880,1991-04-22 00:00:00,1.8541999999999998,74.84274105,30
1970,114339,Cristian Maidana,187644,1987-01-24 00:00:00,1.8034000000000001,73.93555631000001,34
5331,207511,Jose Izquierdo,219411,1992-07-07 00:00:00,1.7018,73.02837157,29
11004,25199,Yves Makaba-Makalamby,152552,1986-01-31 00:00:00,1.9812,96.16158244,35
2142,26257,Daniel Jensen,146769,1979-06-25 00:00:00,1.778,73.02837157,42
6106,109638,Leroy Fer,186351,1990-01-05 00:00:00,1.8796000000000002,78.92507238,31
9070,212770,Roberto Inglese,199559,1991-11-12 00:00:00,1.8541999999999998,84.82177319,29
2068,25770,Damir Dzombic,161922,1985-01-03 00:00:00,1.8796000000000002,77.1107029,36
7945,164031,Nicolas Gaitan,184144,1988-02-23 00:00:00,1.7272,68.0388555,33
1537,38887,Carlos Acuna,165031,1988-06-23 00:00:00,1.778,71.21400209000001,33
1966,500791,Cristian Herrera,204280,1991-03-01 00:00:00,1.8796000000000002,84.82177319,30
7467,120082,Mickael Facchinetti,189115,1991-02-15 00:00:00,1.8288,73.93555631000001,30
4330,40962,Ibson,152828,1983-11-07 00:00:00,1.778,73.93555631000001,37
4700,37976,Jason Vandelannoite,169170,1986-11-06 00:00:00,1.778,79.83225712000001,34
1322,410424,Borja Lopez,212129,1994-02-02 00:00:00,1.9304,83.91458845000001,27
4918,174030,Jesus Fernandez,192457,1988-06-11 00:00:00,1.905,83.00740371,33
4542,289159,Jak Alnwick,204354,1993-06-17 00:00:00,1.8796000000000002,82.10021897,28
8363,322354,Patrick,208114,1991-01-22 00:00:00,1.778,76.20351816,30
5021,319631,Joaquin Correa,215330,1994-08-13 00:00:00,1.8796000000000002,77.1107029,27
4863,26235,Jeremy Sapina,168294,1985-02-01 00:00:00,1.8796000000000002,84.82177319,36
5606,150670,Kamil Glik,190547,1988-02-03 00:00:00,1.905,79.83225712000001,33
3170,41666,Fabiano Santacroce,182177,1986-08-24 00:00:00,1.8034000000000001,72.12118683,35
848,40659,Anthony Mounier,183870,1987-09-27 00:00:00,1.7526,68.94604024,33
3056,23781,Eric Djemba-Djemba,49483,1981-05-04 00:00:00,1.7526,81.19303423000001,40
2669,261609,Dimitri Foulquier,203177,1993-03-23 00:00:00,1.8288,78.01788764,28
9027,23979,Robert Elliot,167931,1986-04-30 00:00:00,1.8796000000000002,92.98643585,35
7638,25849,Mobulu M'Futi,34663,1981-08-28 00:00:00,1.7526,74.84274105,40
3158,310355,Fabian Holland,208470,1990-07-11 00:00:00,1.7272,73.93555631000001,31
6638,68436,Marcelo Estigarribia,188992,1987-09-21 00:00:00,1.8034000000000001,69.85322498000001,33
6789,148483,Marian Kello,189902,1982-09-05 00:00:00,1.8796000000000002,87.08973504000001,38
10079,182637,Stojan Vranjes,222102,1986-10-11 00:00:00,1.8288,74.84274105,34
5348,150330,Jose Maria Callejon,185020,1987-02-11 00:00:00,1.778,73.02837157,34
3223,39397,Fabrizio Grillo,178437,1987-02-02 00:00:00,1.778,73.93555631000001,34
6162,268257,Lima,207924,1991-10-10 00:00:00,1.778,73.02837157,29
6851,43313,Mariusz Pawelek,148518,1981-03-17 00:00:00,1.8541999999999998,81.19303423000001,40
8827,25923,Raul Meireles,148224,1983-03-17 00:00:00,1.8034000000000001,78.01788764,38
407,39204,Alex Calderoni,52951,1976-05-31 00:00:00,1.8288,83.00740371,45
10331,42704,Timothy Derijck,177571,1987-05-25 00:00:00,1.8541999999999998,83.00740371,34
269,289250,Alassane Tambe,192731,1992-01-26 00:00:00,1.8288,73.02837157,29
1615,154276,Cedric D'Ulivo,192027,1989-08-29 00:00:00,1.8034000000000001,74.84274105,32
7332,24208,Micah Richards,169721,1988-06-24 00:00:00,1.8034000000000001,83.00740371,33
739,72401,Andrej Rendla,183999,1990-10-13 00:00:00,1.905,77.1107029,30
4025,114822,Grzegorz Sandomierski,187857,1989-09-05 00:00:00,1.9558000000000002,86.1825503,31
1056,361055,Avto,220166,1991-10-03 00:00:00,1.778,69.85322498000001,29
10342,183449,Tito,145889,1985-07-11 00:00:00,1.7526,62.142154690000005,36
8387,26716,Paul de Lange,27544,1981-02-04 00:00:00,1.8288,74.84274105,40
6235,361380,Luan,210373,1988-12-30 00:00:00,1.8288,83.91458845000001,32
3324,304014,Fernando Marcal,207707,1989-02-19 00:00:00,1.778,72.12118683,32
4490,39847,Ivo Ilicevic,177398,1986-11-14 00:00:00,1.7526,63.04933943,34
9553,24118,Sean Clohessy,167691,1986-12-12 00:00:00,1.778,73.93555631000001,34
9407,502421,Sam Gallagher,213905,1995-09-15 00:00:00,1.9304,74.84274105,25
2734,74435,Domingo Cisma,171016,1982-02-09 00:00:00,1.8288,78.01788764,39
729,45435,Andreas Landgren,181381,1989-03-17 00:00:00,1.7526,73.93555631000001,32
5732,142992,Kevin Brands,191077,1988-03-28 00:00:00,1.8541999999999998,86.1825503,33
3102,244774,Esmael Goncalves,202557,1991-06-25 00:00:00,1.8288,87.99691978,30
663,38170,Andre Mijatovic,169405,1979-12-03 00:00:00,1.905,79.83225712000001,41
7732,26332,Moussa Sow,172124,1986-01-19 00:00:00,1.8034000000000001,81.19303423000001,35
1520,49562,Carl Finnigan,172210,1986-10-01 00:00:00,1.8034000000000001,73.93555631000001,34
3196,121286,Fabio Francesco Sciacca,192253,1989-05-16 00:00:00,1.8288,77.1107029,32
3741,67333,Geoffrey Treand,188230,1986-01-16 00:00:00,1.778,73.93555631000001,35
1557,317822,Carlos Gruezo,221860,1995-04-19 00:00:00,1.7018,67.13167076,26
10535,36073,Uwe Moehrle,53011,1979-12-03 00:00:00,1.8796000000000002,79.83225712000001,41
10386,38799,Tom Soetaers,51580,1980-07-21 00:00:00,1.7526,74.84274105,41
10272,130596,Tiago Luis,186762,1989-03-13 00:00:00,1.7526,73.93555631000001,32
6355,42773,Luis Filipe,20776,1979-06-14 00:00:00,1.8288,74.84274105,42
8463,98027,Pavel Vidanov,199220,1988-01-08 00:00:00,1.8541999999999998,78.92507238,33
348,124144,Aleksandar Prijovic,189757,1990-04-21 00:00:00,1.9304,87.08973504000001,31
5168,625167,Jonathan Correia,228294,1994-02-13 00:00:00,1.7526,64.86370891,27
8063,164470,Nuno Henrique,203619,1986-10-19 00:00:00,1.8541999999999998,74.84274105,34
4833,240044,Jens Naessens,200157,1991-04-01 00:00:00,1.8796000000000002,77.1107029,30
2352,46881,David Fleurival,177361,1984-02-19 00:00:00,1.8288,83.91458845000001,37
9383,384407,Saleh Al-Shehri,211173,1993-11-01 00:00:00,1.8288,74.84274105,27
1993,39313,Cristiano Lupatelli,12011,1978-06-21 00:00:00,1.8796000000000002,83.91458845000001,43
8924,22427,"Ricardo Pedrinha,27",53797,1978-05-03 00:00:00,1.778,72.12118683,43
7342,40001,Michael Ciani,137114,1984-04-06 00:00:00,1.9304,87.99691978,37
8593,30371,Philip Neville,249,1977-01-21 00:00:00,1.8034000000000001,76.20351816,44
6609,26494,Marc-Antoine Fortune,158196,1981-07-02 00:00:00,1.8288,76.20351816,40
2141,33768,Daniel Jarque,110366,1983-01-01 00:00:00,1.8796000000000002,76.20351816,38
7865,69242,Neves Soares Hermes,165272,1974-09-19 00:00:00,1.6764,64.86370891,46
1671,39109,Charlie Adam,155976,1985-12-10 00:00:00,1.8541999999999998,82.10021897,35
4642,39840,Jan Schlaudraff,126925,1983-07-18 00:00:00,1.8034000000000001,72.12118683,38
844,24162,Anthony McMahon,164465,1986-03-24 00:00:00,1.8034000000000001,72.12118683,35
2837,14560,Eden Ben Basat,164880,1986-09-08 00:00:00,1.8288,74.84274105,34
1774,92252,Christian Schneuwly,184285,1988-02-07 00:00:00,1.778,73.02837157,33
10770,26686,Wesley Verhoek,172048,1986-09-25 00:00:00,1.8796000000000002,84.82177319,34
9489,34334,Sanharib Bueyueksal,123116,1984-03-01 00:00:00,1.778,74.84274105,37
4482,40967,Ivanildo,164851,1986-01-09 00:00:00,1.7526,78.92507238,35
2686,164105,Diogo Cunha,203787,1986-02-10 00:00:00,1.7018,59.874192840000006,35
10012,23283,Steve Sidwell,134941,1982-12-14 00:00:00,1.778,79.83225712000001,38
3216,363363,Fabrice Olinga,211214,1996-05-12 00:00:00,1.7272,66.22448602,25
5230,154280,Jordan Ayew,197756,1991-09-11 00:00:00,1.8288,81.19303423000001,29
288,38395,Alberto Cifuentes,110638,1979-05-29 00:00:00,1.8796000000000002,67.13167076,42
6523,45316,Mano,184807,1987-04-09 00:00:00,1.7018,67.13167076,34
2034,101969,Dame N'Doye,179875,1985-02-21 00:00:00,1.8541999999999998,81.19303423000001,36
6142,32559,Liam Craig,171971,1986-12-27 00:00:00,1.8288,82.10021897,34
875,16678,Anton Putsila,186504,1987-06-10 00:00:00,1.8034000000000001,73.93555631000001,34
9367,196288,Ryota Morioka,232294,1991-04-12 00:00:00,1.8034000000000001,69.85322498000001,30
9501,356960,Santiago Montoya,213260,1991-09-15 00:00:00,1.7272,63.04933943,29
10261,264190,Thorgan Hazard,203486,1993-03-29 00:00:00,1.7526,68.94604024,28
7306,203940,Mehdi Terki,201845,1991-09-27 00:00:00,1.8541999999999998,74.84274105,29
1153,25863,Bastien Geiger,170786,1985-02-26 00:00:00,1.778,72.12118683,36
3427,184521,Florian Lejeune,197948,1991-05-20 00:00:00,1.8796000000000002,81.19303423000001,30
5456,75199,Juan Ramon Cabrero Juanra,158216,1980-04-24 00:00:00,1.8288,78.01788764,41
7003,541330,Marvelous Nakamba,222994,1994-01-19 00:00:00,1.778,71.21400209000001,27
1643,39419,Cesare Bovo,105866,1983-01-14 00:00:00,1.8034000000000001,78.92507238,38
5237,17875,Jordan Loties,137987,1984-08-05 00:00:00,1.905,82.10021897,37
10098,208208,Suleyman Koc,211815,1989-06-09 00:00:00,1.778,79.83225712000001,32
2783,120621,Douglas,187570,1983-03-09 00:00:00,1.8796000000000002,87.99691978,38
32,32637,Abdessalam Benjelloun,177295,1985-01-28 00:00:00,1.8796000000000002,81.19303423000001,36
7690,32746,Morgan De Sanctis,4667,1977-03-26 00:00:00,1.905,82.10021897,44
10822,267992,Wilson Kamavuaka,205085,1990-03-29 00:00:00,1.8796000000000002,79.83225712000001,31
7503,317580,Miguel Rodrigues,210555,1993-03-16 00:00:00,1.8796000000000002,76.20351816,28
10520,42184,Umit Ozat,143659,1976-10-30 00:00:00,1.8541999999999998,73.93555631000001,44
6234,179523,Luan,185083,1988-09-21 00:00:00,1.8541999999999998,74.84274105,32
1861,38113,Claudio Lito,20607,1975-02-03 00:00:00,1.7018,64.86370891,46
4576,46651,Jamel Ait Ben Idir,53034,1984-01-10 00:00:00,1.7272,74.84274105,37
8032,97363,Nilson,170801,1975-12-26 00:00:00,1.8541999999999998,79.83225712000001,45
8050,46120,Nordin Amrabat,183108,1987-03-31 00:00:00,1.778,77.1107029,34
9565,604345,Sebastiaan Brebels,226243,1995-05-05 00:00:00,1.8288,74.84274105,26
1675,260969,Charlie I'Anson,219824,1993-07-01 00:00:00,1.8034000000000001,73.02837157,28
10529,72819,Uros Korun,229666,1987-05-25 00:00:00,1.8796000000000002,78.92507238,34
10524,451941,Unai Garcia,215569,1992-09-03 00:00:00,1.778,68.0388555,28
305,42121,Alberto Regazzoni,158440,1983-05-04 00:00:00,1.7018,64.86370891,38
7833,156556,Nelson Oliveira,189303,1991-08-08 00:00:00,1.8541999999999998,82.10021897,30
10270,45294,Tiago Gomes,138981,1986-07-29 00:00:00,1.778,79.83225712000001,35
804,41292,Angel Rodriguez,177633,1987-04-26 00:00:00,1.7272,68.0388555,34
2274,355434,Dariusz Formella,215492,1995-10-21 00:00:00,1.778,73.93555631000001,25
2589,476769,Deyverson,215421,1991-05-08 00:00:00,1.8796000000000002,78.01788764,30
4652,109649,Jan-Arie van der Heijden,186456,1988-03-03 00:00:00,1.8541999999999998,71.21400209000001,33
6475,37945,Mahamadou Dissa,116812,1979-05-18 00:00:00,1.7272,68.0388555,42
3461,40656,Francesco Bolzoni,188076,1989-05-07 00:00:00,1.8288,79.83225712000001,32
4561,689987,Jakub Piotrowski,229973,1997-10-04 00:00:00,1.8288,78.01788764,23
2298,33048,Darren Pratley,156894,1985-04-22 00:00:00,1.8541999999999998,68.94604024,36
3408,360156,Florent Zitte,211092,1993-05-17 00:00:00,1.8288,74.84274105,28
10998,302079,Yuya Kubo,217242,1993-12-24 00:00:00,1.778,72.12118683,27
10870,278842,Xhelil Abdulla,205252,1991-09-25 00:00:00,1.905,84.82177319,29
974,26630,Arne Slot,51075,1978-09-17 00:00:00,1.8541999999999998,74.84274105,42
5296,37787,Joris Mathijsen,7814,1980-04-05 00:00:00,1.8288,72.12118683,41
5577,640641,Justin Johnson,228760,1996-08-27 00:00:00,1.7018,69.85322498000001,25
5628,37886,Karel D'Haene,143274,1980-09-05 00:00:00,1.8288,78.01788764,40
7127,18823,Matias Silvestre,159028,1984-09-25 00:00:00,1.8541999999999998,78.01788764,36
2493,39107,Dean Shiels,159074,1985-02-01 00:00:00,1.8034000000000001,66.22448602,36
5748,338295,Kevin Gissi,210586,1992-09-10 00:00:00,1.8034000000000001,76.20351816,28
351,69018,Aleksandar Todorovski,204257,1984-02-26 00:00:00,1.8034000000000001,73.02837157,37
6823,35444,Mario Licka,164335,1982-04-30 00:00:00,1.778,73.93555631000001,39
5681,38711,Keith Andrews,51366,1980-09-13 00:00:00,1.8288,78.01788764,40
10733,183532,Walter Fernandez,194974,1989-08-14 00:00:00,1.7272,72.12118683,32
1287,47553,Blazey Augustyn,183228,1988-01-26 00:00:00,1.905,84.82177319,33
3991,26327,Gregory Bourillon,134777,1984-07-01 00:00:00,1.8796000000000002,73.93555631000001,37
8418,26618,Paul Verhaegh,148839,1983-09-01 00:00:00,1.778,73.93555631000001,37
160,154950,Adrian Basta,189658,1988-12-01 00:00:00,1.8034000000000001,78.01788764,32
3600,45376,Fredy,193461,1990-03-27 00:00:00,1.7018,68.0388555,31
1132,198099,Bartosz Bereszynski,199763,1992-07-12 00:00:00,1.8288,78.01788764,29
4306,213470,Ibai Gomez,199416,1989-11-11 00:00:00,1.778,72.12118683,31
9257,30592,Roy Makaay,10704,1975-03-09 00:00:00,1.8796000000000002,74.84274105,46
8800,231811,Raoul Loe,198573,1989-01-31 00:00:00,1.9304,83.00740371,32
5788,25583,Kevin Smith,173513,1987-03-20 00:00:00,1.8034000000000001,71.21400209000001,34
5137,449494,Jon Errasti,201146,1988-06-01 00:00:00,1.8034000000000001,81.19303423000001,33
2426,30728,David Trezeguet,5984,1977-10-15 00:00:00,1.905,79.83225712000001,43
10236,26813,Thomas Kristensen,164626,1983-04-17 00:00:00,1.8796000000000002,78.92507238,38
6906,71353,Marko Marin,179546,1989-03-13 00:00:00,1.7018,63.95652417,32
6207,192079,Lorenzo Crisetig,197926,1993-01-20 00:00:00,1.8288,79.83225712000001,28
1943,109191,Craig Reid,213478,1986-02-26 00:00:00,1.8288,78.92507238,35
1303,58499,Bojan Jokic,177149,1986-05-17 00:00:00,1.7526,74.84274105,35
6718,179817,Marco Paixao,194083,1984-09-19 00:00:00,1.8541999999999998,78.92507238,36
4560,464621,Jakub Lukowski,215581,1996-05-25 00:00:00,1.7272,67.13167076,25
4472,15732,Ivan Radovanovic,186589,1988-08-29 00:00:00,1.8796000000000002,79.83225712000001,33
6220,212643,Lorenzo Tonelli,201049,1990-01-17 00:00:00,1.8288,78.01788764,31
3259,438507,Federico Di Francesco,213814,1994-06-14 00:00:00,1.778,71.21400209000001,27
674,150082,Andre Vilas Boas,53519,1983-06-04 00:00:00,1.8541999999999998,79.83225712000001,38
8120,184105,Oliver Kragl,203455,1990-05-12 00:00:00,1.8034000000000001,77.1107029,31
1699,98401,Chiro N'Toko,202190,1988-01-31 00:00:00,1.905,81.19303423000001,33
9609,299021,Sebastian Steblecki,208907,1992-01-16 00:00:00,1.8541999999999998,69.85322498000001,29
8164,178749,Omer Bayram,193201,1991-07-27 00:00:00,1.7272,73.02837157,30
3995,148311,Gregory Delwarte,147915,1978-01-30 00:00:00,1.8541999999999998,82.10021897,43
6390,185300,Luka Tankulic,195396,1991-06-21 00:00:00,1.8541999999999998,74.84274105,30
1474,113235,Burim Kukeli,186539,1984-01-16 00:00:00,1.8034000000000001,72.12118683,37
9580,96540,Sebastian Giovinco,184431,1987-01-26 00:00:00,1.651,58.9670081,34
2969,79262,Emanuele Terranova,183671,1987-02-05 00:00:00,1.8541999999999998,86.1825503,34
10624,107930,Victor Sanchez Mata,189506,1987-09-08 00:00:00,1.7526,72.12118683,33
6262,74009,Luca Rossettini,185163,1985-05-09 00:00:00,1.8796000000000002,82.10021897,36
5222,42707,Joonas Kolkka,100940,1974-09-28 00:00:00,1.7526,69.85322498000001,46
27,3264,Abdelmalek Cherrad,51868,1981-01-14 00:00:00,1.8541999999999998,74.84274105,40
7386,196226,Michael Odibe,198634,1988-07-28 00:00:00,1.905,87.08973504000001,33
9891,10404,Stanislav Vlcek,138479,1976-02-26 00:00:00,1.8288,78.92507238,45
9964,26159,Stephane Dumont,138755,1982-09-06 00:00:00,1.8288,79.83225712000001,38
10983,25538,Youssouf Hadji,116368,1980-02-25 00:00:00,1.8288,78.01788764,41
8628,280134,Pierre-Yves Ngawa,205578,1992-02-09 00:00:00,1.8034000000000001,77.1107029,29
10859,179179,Xander Houtkoop,200422,1989-03-26 00:00:00,1.7526,71.21400209000001,32
6276,18576,Lucas Barrios,183177,1984-11-13 00:00:00,1.8796000000000002,83.91458845000001,36
812,33850,Angelos Basinas,150263,1976-01-03 00:00:00,1.778,74.84274105,45
9224,22434,Ronny Carlos da Silva,164132,1983-02-25 00:00:00,1.8288,73.93555631000001,38
6249,190562,Luca Ceppitelli,205553,1989-11-08 00:00:00,1.8541999999999998,83.00740371,31
2713,281338,Djaniny,205427,1991-03-21 00:00:00,1.8796000000000002,84.82177319,30
5121,208676,John Tshibumbu,199522,1989-01-06 00:00:00,1.7526,69.85322498000001,32
1360,505059,Branco van den Boomen,229158,1995-07-21 00:00:00,1.905,83.00740371,26
1515,43305,Candido Costa,163016,1981-05-30 00:00:00,1.778,73.02837157,40
4372,355363,Ilir Azemi,210314,1992-02-21 00:00:00,1.905,89.81128926000001,29
8191,80500,Oscar Diaz,171139,1984-04-24 00:00:00,1.8288,76.20351816,37
9055,34382,Roberto Abbondanzieri,139036,1972-08-19 00:00:00,1.8541999999999998,87.99691978,49
9987,33045,Stephen Kelly,152992,1983-09-06 00:00:00,1.8288,82.10021897,37
7590,208814,Milosz Przybecki,204512,1991-01-02 00:00:00,1.7526,69.85322498000001,30
1692,38312,Chemcedine El Araichi,51917,1981-05-18 00:00:00,1.778,74.84274105,40
3911,37971,Glenn Verbauwhede,162215,1985-05-19 00:00:00,1.8796000000000002,79.83225712000001,36
3583,26347,Frederic Piquionne,49490,1978-12-08 00:00:00,1.8796000000000002,83.91458845000001,42
6043,25150,Lee Cattermole,169607,1988-03-21 00:00:00,1.778,76.20351816,33
565,57067,Alvaro Gonzalez,182860,1984-10-29 00:00:00,1.7526,72.12118683,36
1684,40707,Cheick Diabate,188325,1988-04-25 00:00:00,1.9304,87.99691978,33
7322,291106,Mergim Brahimi,204902,1992-08-08 00:00:00,1.7272,64.86370891,29
1393,32825,Brian Kerr,53443,1981-10-12 00:00:00,1.778,66.22448602,39
6382,121854,Luiz Carlos,205420,1988-05-24 00:00:00,1.905,86.1825503,33
3758,104432,Georgi Makaridze,190734,1990-03-31 00:00:00,1.905,84.82177319,31
9930,22386,Stefano Ferrario,184761,1985-03-28 00:00:00,1.905,83.00740371,36
7812,79985,Nauris Bulvitis,218474,1987-03-15 00:00:00,1.905,82.10021897,34
4046,67311,Guillaume Faivre,170785,1987-02-20 00:00:00,1.8796000000000002,83.00740371,34
3181,34222,Fabio Aurelio,24894,1979-09-24 00:00:00,1.7272,73.93555631000001,41
2329,150320,David Caiado,178623,1987-05-02 00:00:00,1.7526,72.12118683,34
7763,38336,Nabil Dirar,177525,1986-08-26 00:00:00,1.8288,78.92507238,35
10552,562694,Valentin Lavigne,221862,1994-06-04 00:00:00,1.8034000000000001,72.12118683,27
3104,214984,Esteban Alvarado,198040,1989-04-28 00:00:00,1.9304,84.82177319,32
9536,23837,Scott Dann,157665,1987-02-14 00:00:00,1.905,78.01788764,34
5213,128732,Jonathas,189169,1989-03-06 00:00:00,1.905,84.82177319,32
1374,198777,Brayan Beckeles,219285,1985-11-28 00:00:00,1.8541999999999998,79.83225712000001,35
6261,300683,Luca Rizzo,219758,1992-04-24 00:00:00,1.8796000000000002,79.83225712000001,29
5753,230819,Kevin Holt,229190,1993-01-25 00:00:00,1.8541999999999998,69.85322498000001,28
5183,682552,Jonathan Leko,231408,1999-04-24 00:00:00,1.8288,63.95652417,22
2588,602836,Desevio Payne,226174,1995-11-30 00:00:00,1.8288,73.02837157,25
7403,23275,Michael Tonge,53842,1983-04-07 00:00:00,1.8288,73.93555631000001,38
977,103964,Arnold Bouka Moutou,184935,1988-11-28 00:00:00,1.7526,68.94604024,32
7457,27723,Michele Rinaldi,171098,1987-01-09 00:00:00,1.8288,77.1107029,34
5368,116183,Jose Velazquez,196881,1990-09-08 00:00:00,1.8541999999999998,77.1107029,30
2003,11061,Csaba Horvath,189714,1982-05-02 00:00:00,1.9304,82.10021897,39
7040,96646,Massimo Volta,185120,1987-05-14 00:00:00,1.8288,78.01788764,34
2871,362121,Edoardo Goldaniga,223524,1993-11-02 00:00:00,1.8796000000000002,79.83225712000001,27
7704,25977,Morten Skoubo,45587,1980-06-30 00:00:00,1.905,81.19303423000001,41
118,170593,Adam Matthews,193768,1992-01-13 00:00:00,1.778,71.21400209000001,29
9969,41178,Stephane Pichot,6490,1976-09-02 00:00:00,1.778,77.1107029,44
5787,32952,Kevin Rutkiewicz,138244,1980-05-10 00:00:00,1.8541999999999998,79.83225712000001,41
1843,161660,Ciro Immobile,192387,1990-02-20 00:00:00,1.8541999999999998,78.01788764,31
639,38504,Andre Bikey,139245,1985-01-08 00:00:00,1.8288,79.83225712000001,36
2898,212170,Edwin Gyasi,204394,1991-06-01 00:00:00,1.8541999999999998,76.20351816,30
11036,25906,Ze Manuel,139083,1975-02-22 00:00:00,1.6764,64.86370891,46
3789,5686,Gerry Koning,24413,1980-01-01 00:00:00,1.8034000000000001,72.12118683,41
2923,148329,Elimane Coulibaly,169144,1980-03-15 00:00:00,1.905,88.90410452,41
4562,13376,Jakub Rzezniczak,156259,1986-10-26 00:00:00,1.8288,81.19303423000001,34
1738,242887,Christian Atsu,205601,1992-01-10 00:00:00,1.7272,68.0388555,29
7072,502539,Mateusz Wdowiak,222329,1996-08-28 00:00:00,1.7526,59.874192840000006,25
2275,68836,Dariusz Jarecki,177774,1981-03-23 00:00:00,1.8288,73.02837157,40
10791,114218,William Buckley,187150,1989-11-21 00:00:00,1.8288,83.00740371,31
6104,173465,Leozinho,194127,1988-06-07 00:00:00,1.7018,67.13167076,33
4421,78411,Ismael Traore,184873,1986-08-18 00:00:00,1.8288,88.90410452,35
7493,71724,Miguel Layun,178322,1988-06-25 00:00:00,1.778,68.94604024,33
6780,30870,Marek Jankulovski,6083,1977-05-09 00:00:00,1.8288,82.10021897,44
10676,39496,Vitali Kutuzov,101978,1980-03-20 00:00:00,1.8288,83.00740371,41
3511,501543,Franck Honorat,220876,1996-08-11 00:00:00,1.8034000000000001,69.85322498000001,25
6959,39000,Martin Amedick,52998,1982-09-06 00:00:00,1.9304,84.82177319,38
8432,115488,Paulo Arantes,163072,1986-11-15 00:00:00,1.8288,78.01788764,34
8044,134232,Nolan Roux,183982,1988-03-01 00:00:00,1.8288,78.01788764,33
7141,303998,Mats van Huijgevoort,202329,1993-01-16 00:00:00,1.8288,78.01788764,28
10125,184098,Sylwester Patejuk,204143,1982-11-30 00:00:00,1.8796000000000002,88.90410452,38
9774,43097,Silva de Souza Eudis,170615,1983-08-05 00:00:00,1.778,72.12118683,38
9618,41101,Sebastien Grax,112243,1984-06-23 00:00:00,1.8034000000000001,77.1107029,37
9592,30975,Sebastian Mila,148423,1982-07-10 00:00:00,1.778,73.02837157,39
9792,24020,Simon Davies,50525,1979-10-23 00:00:00,1.778,76.20351816,41
10350,27554,Tobias Nickenig,150515,1984-08-01 00:00:00,1.905,91.17206637000001,37
8081,94558,Obinna Nwaneri,165199,1982-03-18 00:00:00,1.8288,79.83225712000001,39
3508,41177,Franck Dja Djedje,156647,1986-06-02 00:00:00,1.7526,72.12118683,35
6080,23882,Leon Britton,140415,1982-09-16 00:00:00,1.6764,64.86370891,38
